,업종명,인허가일자,업소명,영업자,소재지(도로명),소재지,영업장면적,소재지전화,법인명,업태명,업종명.1
1572,일반음식점,41589,마장동아지매,김난귀,경상북도 칠곡군 석적읍 북중리10길 20,경상북도 칠곡군 석적읍 중리 152번지 10호  ,58.83,054-971-7787,-,한식,일반음식점
1573,일반음식점,41589,코리안덕,김현숙,경상북도 칠곡군 왜관읍 중앙로9길 6-1,경상북도 칠곡군 왜관읍 왜관리 241번지 15호 외 1필지 ,47.0,054-976-5283,-,한식,일반음식점
1574,일반음식점,41589,보라네,박애자,경상북도 칠곡군 왜관읍 시장2길 9,경상북도 칠곡군 왜관읍 왜관리 211번지 187호  ,46.6,,-,정종/대포집/소주방,일반음식점
1575,일반음식점,41589,작은식탁,이선영,경상북도 칠곡군 북삼읍 북삼로 52,경상북도 칠곡군 북삼읍 인평리 1055번지 5호  ,99.96,054-971-2825,-,까페,일반음식점
1576,일반음식점,41592,클래즈,위순복,경상북도 칠곡군 왜관읍 석전로 114,경상북도 칠곡군 왜관읍 석전리 536번지 13호  ,49.5,,-,경양식,일반음식점
1577,일반음식점,41593,고기가,김동현,경상북도 칠곡군 북삼읍 북삼로 121,경상북도 칠곡군 북삼읍 인평리 669번지 10호  ,91.0,054-973-9282,-,식육(숯불구이),일반음식점
1578,일반음식점,41593,갯마을,권월연,경상북도 칠곡군 석적읍 북중리12길 7-1,경상북도 칠곡군 석적읍 중리 201번지 4호  ,71.04,,-,정종/대포집/소주방,일반음식점
1579,일반음식점,41597,홍대감돼지찌개전문점,강옥분,경상북도 칠곡군 북삼읍 인평중앙로 17-1,경상북도 칠곡군 북삼읍 인평리 397번지 3호  ,48.0,054-974-3599,-,식육(숯불구이),일반음식점
1580,일반음식점,41597,가장맛있는족발칠곡왜관점,박경숙,경상북도 칠곡군 왜관읍 중앙로 84,경상북도 칠곡군 왜관읍 왜관리 777번지 150호  ,76.45,054-972-5849,-,기타,일반음식점
1581,일반음식점,41599,그늘집,윤명진,경상북도 칠곡군 왜관읍 달오2길 71,경상북도 칠곡군 왜관읍 왜관리 1162번지 4호  ,16.47,,-,한식,일반음식점
1582,일반음식점,41599,가을동화,이경주,경상북도 칠곡군 북삼읍 안산2길 1,경상북도 칠곡군 북삼읍 숭오리 30번지 3호  ,42.3,,-,한식,일반음식점
1583,일반음식점,41599,싸리골퓨차,차애영,경상북도 칠곡군 북삼읍 금오대로1길 5-8,경상북도 칠곡군 북삼읍 인평리 1081번지 6호  ,79.8,054-974-7710,-,호프/통닭,일반음식점
1584,일반음식점,41599,닥엔돈스,조재호,경상북도 칠곡군 북삼읍 인평중앙로 46,경상북도 칠곡군 북삼읍 인평리 306번지 4호  ,29.65,054-972-9992,-,통닭(치킨),일반음식점
1585,일반음식점,41600,깐풍기전문점쫄탁,문옥희,"경상북도 칠곡군 기산면 지산로 961, 1층 103호 (월드피아상가동)",경상북도 칠곡군 기산면 죽전리 274번지 4호 월드피아상가동 103호,64.0,,-,한식,일반음식점
1586,일반음식점,41603,시나브로,김진조,경상북도 칠곡군 왜관읍 공단로 15,경상북도 칠곡군 왜관읍 금산리 770번지 4호  ,73.6,,-,한식,일반음식점
1587,일반음식점,41606,오독지글,김운동,경상북도 칠곡군 석적읍 북중리1길 53,경상북도 칠곡군 석적읍 중리 87번지 11호  ,151.66,,-,정종/대포집/소주방,일반음식점
1588,일반음식점,41607,엄마곰탕.마산아구찜,조용석,경상북도 칠곡군 왜관읍 석전로10길 112-1,경상북도 칠곡군 왜관읍 석전리 708번지 5호  ,202.05,054-975-1141,-,한식,일반음식점
1589,일반음식점,41613,황금막창,이정혜,경상북도 칠곡군 석적읍 북중리10길 20-1,경상북도 칠곡군 석적읍 중리 152번지 9호  ,59.5,054-974-2580,-,호프/통닭,일반음식점
1590,일반음식점,41617,웰빙쌈밥,최종한,경상북도 칠곡군 석적읍 남중리1길 42,경상북도 칠곡군 석적읍 중리 242번지 2호  ,82.49,054-976-3443,-,한식,일반음식점
1591,일반음식점,41619,구공탄화덕구이,박진미,경상북도 칠곡군 석적읍 북중리10길 25,경상북도 칠곡군 석적읍 중리 153번지 1호  ,55.73,054-973-1396,-,정종/대포집/소주방,일반음식점
1592,일반음식점,41624,부홍기사식당,김용수,경상북도 칠곡군 왜관읍 석전로 8-1,경상북도 칠곡군 왜관읍 왜관리 190번지 30호  ,136.35,054-975-1613,-,한식,일반음식점
1593,일반음식점,41625,강촌유황오리,박동자,경상북도 칠곡군 지천면 신동로2길 13,경상북도 칠곡군 지천면 신리 686번지  ,72.93,054-976-7952,-,한식,일반음식점
1594,일반음식점,41627,봉구비어,이정현,경상북도 칠곡군 석적읍 동중리1길 9,경상북도 칠곡군 석적읍 중리 193번지 5호  ,63.75,054-974-7789,-,호프/통닭,일반음식점
1595,일반음식점,41627,중리수산,정미화,경상북도 칠곡군 석적읍 북중리13길 1,경상북도 칠곡군 석적읍 중리 86번지 7호  ,128.42,054-977-2977,-,회집,일반음식점
1596,일반음식점,41628,숙이고모네,최기섭,경상북도 칠곡군 가산면 송신로 271,경상북도 칠곡군 가산면 송학리 254번지 2호  ,79.88,,-,한식,일반음식점
1597,일반음식점,41634,핫마늘치킨중리점,권은진,경상북도 칠곡군 석적읍 북중리11길 14,경상북도 칠곡군 석적읍 중리 201번지 9호  ,116.58,054-977-4411,-,한식,일반음식점
1598,일반음식점,41638,얌얌,김도원,경상북도 칠곡군 왜관읍 석전로11길 3,경상북도 칠곡군 왜관읍 석전리 424번지 17호  ,35.37,,-,한식,일반음식점
1599,일반음식점,41638,꼬꼬댁갈비,이상심,경상북도 칠곡군 왜관읍 중앙로2길 36,경상북도 칠곡군 왜관읍 왜관리 250번지 2호  ,93.74,054-976-9559,-,식육(숯불구이),일반음식점
1600,일반음식점,41639,경원식당,김세환,경상북도 칠곡군 왜관읍 2산업단지4길 1,경상북도 칠곡군 왜관읍 낙산리 694번지 2호  ,117.92,,-,한식,일반음식점
1601,일반음식점,41641,마라도,홍순영,경상북도 칠곡군 북삼읍 금오대로 246,경상북도 칠곡군 북삼읍 인평리 1100번지 1호 외 1필지 ,121.5,,-,회집,일반음식점
1602,일반음식점,41642,경북궁,김종수,"경상북도 칠곡군 기산면 지산로 961, 1층 102호 (월드피아상가동)","경상북도 칠곡군 기산면 죽전리 274번지 4호 월드피아상가동,1층 102호",64.0,054-977-5200,-,중국식,일반음식점
1603,일반음식점,41642,미스터뚱,최춘희,경상북도 칠곡군 석적읍 북중리9길 16,경상북도 칠곡군 석적읍 중리 153번지 7호  ,41.04,054-977-3366,-,경양식,일반음식점
1604,일반음식점,41642,산촌칼국수,이현진,경상북도 칠곡군 왜관읍 봉계로 241,경상북도 칠곡군 왜관읍 매원리 181번지 1호  ,32.0,,-,한식,일반음식점
1605,일반음식점,41647,카페모따,이동현,경상북도 칠곡군 석적읍 유학로 56,경상북도 칠곡군 석적읍 중리 204번지 5호  ,190.85,054-976-4585,-,패스트푸드,일반음식점
1606,일반음식점,41649,진아민물장어본점,장숙이,경상북도 칠곡군 기산면 강정길 9,경상북도 칠곡군 기산면 죽전리 216번지 1호  ,194.5,054-972-0927,-,한식,일반음식점
1607,일반음식점,41649,언니피자오빠왔닭,박고군,경상북도 칠곡군 석적읍 서중리5길 59,경상북도 칠곡군 석적읍 중리 640번지 9호  ,42.08,054-973-8253,-,한식,일반음식점
1608,일반음식점,41652,다숲대나무숯불구이,최혜진,경상북도 칠곡군 왜관읍 평장1길 55,경상북도 칠곡군 왜관읍 왜관리 701번지  ,56.9,054-971-8228,-,식육(숯불구이),일반음식점
1609,일반음식점,41653,오거리식당,박노선,경상북도 칠곡군 약목면 칠곡대로 1132,경상북도 칠곡군 약목면 관호리 881번지 2호  ,111.26,054-971-6959,-,탕류(보신용),일반음식점
1610,일반음식점,41656,동해횟집,남국환,경상북도 칠곡군 동명면 금암중앙길 61,경상북도 칠곡군 동명면 금암리 274번지 1호  ,78.0,054-974-7335,-,회집,일반음식점
1611,일반음식점,41659,치킨&푸드,정편,"경상북도 칠곡군 북삼읍 어로3길 9, 4호",경상북도 칠곡군 북삼읍 어로리 440번지 1호 4호 ,33.75,,-,통닭(치킨),일반음식점
1612,일반음식점,41662,효자봉참숯구이,이수열,경상북도 칠곡군 북삼읍 북삼로 88,경상북도 칠곡군 북삼읍 인평리 1065번지 2호  ,100.7,054-977-9254,-,식육(숯불구이),일반음식점
1613,일반음식점,41663,차이나타운,김성연,경상북도 칠곡군 왜관읍 가실1길 30,경상북도 칠곡군 왜관읍 낙산리 581번지 1호  ,130.8,,-,중국식,일반음식점
1614,일반음식점,41666,까페풋,김경애,경상북도 칠곡군 왜관읍 중앙로6길 9-2,경상북도 칠곡군 왜관읍 왜관리 250번지 35호 외 2필지 ,106.22,,-,패스트푸드,일반음식점
1615,일반음식점,41673,(주)학하 가산한우돼지마을,장은주,"경상북도 칠곡군 가산면 학하4길 41-28, A동",경상북도 칠곡군 가산면 학하리 150번지  A동 ,890.2,054-977-3101,(주)학하,한식,일반음식점
1616,일반음식점,41675,아델,박진아,경상북도 칠곡군 약목면 약목로5길 15,경상북도 칠곡군 약목면 복성리 857번지 1호  ,87.48,,-,까페,일반음식점
1617,일반음식점,41676,구내식당,장영옥,"경상북도 칠곡군 기산면 주산로 1021, C동 (기산농공단지기업인회관)",경상북도 칠곡군 기산면 영리 252번지 7호 기산농공단지기업인회관 C동 ,135.3,054-977-0130,-,한식,일반음식점
1618,일반음식점,41676,남매왓따,김원명,경상북도 칠곡군 왜관읍 전원3길 15,경상북도 칠곡군 왜관읍 왜관리 777번지 63호  ,45.0,054-973-8448,-,식육(숯불구이),일반음식점
1619,일반음식점,41680,캘러웨이식당,이이남,경상북도 칠곡군 북삼읍 인강1길 10,경상북도 칠곡군 북삼읍 인평리 286번지 외 2필지 ,34.3,,-,한식,일반음식점
1620,일반음식점,41680,태화루大반점,황영선,경상북도 칠곡군 북삼읍 북삼로11길 2-2,경상북도 칠곡군 북삼읍 숭오리 16번지 3호  ,74.29,,-,중국식,일반음식점
1621,일반음식점,41684,황소왕만두,최휘영,경상북도 칠곡군 왜관읍 2번도로길 94,경상북도 칠곡군 왜관읍 왜관리 211번지 16호  ,80.23,054-972-7877,-,식육(숯불구이),일반음식점
1622,일반음식점,41687,토복령돼지국밥,배옥란,경상북도 칠곡군 지천면 송정원곡길 94,경상북도 칠곡군 지천면 송정리 1399번지  ,163.44,054-977-7006,-,탕류(보신용),일반음식점
1623,일반음식점,41690,싱싱생고기,김동식,경상북도 칠곡군 북삼읍 금오대로2길 59,경상북도 칠곡군 북삼읍 인평리 1035번지 9호  ,120.48,054-973-7794,-,식육(숯불구이),일반음식점
1624,일반음식점,41691,연화정영양돌솥밥,백윤정,경상북도 칠곡군 왜관읍 공단로 15,경상북도 칠곡군 왜관읍 금산리 770번지 4호  ,77.84,054-971-6446,-,한식,일반음식점
1625,일반음식점,41694,아!그집,이미희,경상북도 칠곡군 왜관읍 2산업단지1길 220,경상북도 칠곡군 왜관읍 낙산리 141번지  ,140.05,,-,한식,일반음식점
1626,일반음식점,41695,신골목비어,이정아,경상북도 칠곡군 석적읍 동중리1길 9,경상북도 칠곡군 석적읍 중리 193번지 5호  ,73.22,,-,호프/통닭,일반음식점
1627,일반음식점,41696,대명횟집,김태규,경상북도 칠곡군 북삼읍 북삼로 124,경상북도 칠곡군 북삼읍 인평리 657번지 13호  ,121.93,054-971-9225,-,회집,일반음식점
1628,일반음식점,41703,예리나식당,고민자,"경상북도 칠곡군 왜관읍 중앙로 65, 2층",경상북도 칠곡군 왜관읍 왜관리 789번지 184호 2층 ,82.08,054-972-2949,-,경양식,일반음식점
1629,일반음식점,41705,구포덕산현장식당,김정익,경상북도 칠곡군 석적읍 유학로 298,경상북도 칠곡군 석적읍 성곡리 258번지 258-2 ,134.4,,우원에스오씨 주식회사,한식,일반음식점
1630,일반음식점,41705,오푸드(ofood),김현영,경상북도 칠곡군 북삼읍 금오대로 272,경상북도 칠곡군 북삼읍 인평리 1088번지 10호  ,74.25,054-975-8892,-,통닭(치킨),일반음식점
1631,일반음식점,41712,팀버,박성원,경상북도 칠곡군 왜관읍 중앙로 174,경상북도 칠곡군 왜관읍 왜관리 222번지 1호  ,86.69,,-,경양식,일반음식점
1632,일반음식점,41712,에덴분식,주정애,경상북도 칠곡군 왜관읍 석전로 71,경상북도 칠곡군 왜관읍 석전리 586번지 6호  ,34.8,054-972-5913,-,분식,일반음식점
1633,일반음식점,41716,노는아이들,조은영,"경상북도 칠곡군 왜관읍 중앙로 166, 5층","경상북도 칠곡군 왜관읍 왜관리 220번지 1호 외 2필지, 5층 ",86.68,054-975-1128,-,까페,일반음식점
1634,일반음식점,41716,토마토김밥,탁현주,경상북도 칠곡군 동명면 금암중앙길 50,경상북도 칠곡군 동명면 금암리 231번지 14호  ,25.4,054-977-7177,-,분식,일반음식점
1635,일반음식점,41723,정대감부대찌개,김유미,경상북도 칠곡군 왜관읍 석전로 129-1,경상북도 칠곡군 왜관읍 석전리 424번지 30호  ,91.26,,-,한식,일반음식점
1636,일반음식점,41725,양꼬치&칭다오,PIAO TIEXIONG,경상북도 칠곡군 왜관읍 2번도로길 56,경상북도 칠곡군 왜관읍 왜관리 251번지 46호  ,56.24,,-,한식,일반음식점
1637,일반음식점,41729,전선야곡구상점,김상규,경상북도 칠곡군 왜관읍 구상길 169,경상북도 칠곡군 왜관읍 왜관리 788번지 24호  ,120.22,054-974-9259,-,식육(숯불구이),일반음식점
1638,일반음식점,41730,소춘삼숯불시대,신소영,경상북도 칠곡군 석적읍 유학로 61,경상북도 칠곡군 석적읍 중리 223번지 5호  ,106.14,054-976-5092,-,식육(숯불구이),일반음식점
1639,일반음식점,41733,양오빠,이재문,경상북도 칠곡군 석적읍 북중리10길 20-1,경상북도 칠곡군 석적읍 중리 152번지 9호  ,58.8,,-,한식,일반음식점
1640,일반음식점,41733,고봉민깁밥(칠곡왜관점),최동하,경상북도 칠곡군 왜관읍 중앙로8길 7,경상북도 칠곡군 왜관읍 왜관리 230번지 17호  ,46.23,054-977-0809,-,분식,일반음식점
1641,일반음식점,41737,진밭골민들레칼국수,강윤애,경상북도 칠곡군 석적읍 서중리1길 54,경상북도 칠곡군 석적읍 중리 641번지 1호  ,124.59,054-977-3662,-,한식,일반음식점
1642,일반음식점,41737,노난참숯구이,이명숙,경상북도 칠곡군 북삼읍 금오대로1길 5-8,경상북도 칠곡군 북삼읍 인평리 1081번지 6호  ,79.8,,-,식육(숯불구이),일반음식점
1643,일반음식점,41739,믿음한우,유혜원,경상북도 칠곡군 석적읍 서중리6길 27,경상북도 칠곡군 석적읍 남율리 881번지 7호  ,246.6,054-976-5557,-,식육(숯불구이),일반음식점
1644,일반음식점,41744,정거장558 퓨전식카페,양영심,"경상북도 칠곡군 북삼읍 안산3길 33, 1동",경상북도 칠곡군 북삼읍 숭오리 17번지 15호  1동 ,204.37,054-972-6788,-,까페,일반음식점
1645,일반음식점,41745,Tempus(템푸스),서채미,"경상북도 칠곡군 석적읍 북중리10길 22, 2층",경상북도 칠곡군 석적읍 중리 152번지 11호 2층 ,159.46,054-977-9799,-,호프/통닭,일반음식점
1646,일반음식점,41750,밀양추어탕,박경화,경상북도 칠곡군 석적읍 남중리1길 28,경상북도 칠곡군 석적읍 중리 241번지 1호  ,74.4,054-977-4779,-,탕류(보신용),일반음식점
1647,일반음식점,41751,질마당,황효원,경상북도 칠곡군 왜관읍 전원4길 10-17,경상북도 칠곡군 왜관읍 왜관리 838번지 2호  ,89.3,054-973-9731,-,식육(숯불구이),일반음식점
1648,일반음식점,41759,낭만비어,신무열,경상북도 칠곡군 왜관읍 전원3길 15,경상북도 칠곡군 왜관읍 왜관리 777번지 63호  ,54.5,054-973-6352,-,호프/통닭,일반음식점
1649,일반음식점,41766,엄마밥상,신후자,경상북도 칠곡군 지천면 신동로7길 26,경상북도 칠곡군 지천면 신리 504번지 14호 외1필지 ,50.99,054-976-5262,-,한식,일반음식점
1650,일반음식점,41768,GreenB(그린비),김은정,경상북도 칠곡군 석적읍 서중리1길 52,경상북도 칠곡군 석적읍 중리 640번지 5호  ,143.7,054-976-1070,-,호프/통닭,일반음식점
1651,일반음식점,41768,신전떡볶이석적중리점,김도윤,경상북도 칠곡군 석적읍 유학로 61,경상북도 칠곡군 석적읍 중리 223번지 5호  ,100.38,054-977-3456,-,분식,일반음식점
1652,일반음식점,41771,이모식당,김재수,"경상북도 칠곡군 북삼읍 어로3길 14, D동",경상북도 칠곡군 북삼읍 어로리 439번지  D동 ,47.52,,-,한식,일반음식점
1653,일반음식점,41772,에델린,이영자,경상북도 칠곡군 왜관읍 관문로 38 (지하1층),경상북도 칠곡군 왜관읍 왜관리 284번지 64호 지하1층 ,150.91,,-,호프/통닭,일반음식점
1654,일반음식점,41773,나들목맛집,이영숙,경상북도 칠곡군 지천면 금송로 379,경상북도 칠곡군 지천면 연화리 801번지 9호  ,128.09,054-973-0638,-,뷔페식,일반음식점
1655,일반음식점,41775,THE옛날통닭,최고은,경상북도 칠곡군 석적읍 남중리1길 54,경상북도 칠곡군 석적읍 중리 243번지 2호  ,51.35,,-,중국식,일반음식점
1656,일반음식점,41775,가나안덕,김치완,경상북도 칠곡군 동명면 가천1길 5-34,경상북도 칠곡군 동명면 가천리 91번지 1호 외3필지 ,378.43,054-972-5279,-,한식,일반음식점
1657,일반음식점,41775,고운식당,권기남,경상북도 칠곡군 가산면 인동가산로 1029,경상북도 칠곡군 가산면 송학리 260번지 1호 외1필지 ,109.33,054-977-3276,-,탕류(보신용),일반음식점
1658,일반음식점,41775,미소머금고,김영현,경상북도 칠곡군 석적읍 서중리1길 56,경상북도 칠곡군 석적읍 중리 641번지 2호  ,43.71,054-977-7755,-,분식,일반음식점
1659,일반음식점,41775,베트남 쌀국수,김여왕,경상북도 칠곡군 석적읍 북중리9길 28,경상북도 칠곡군 석적읍 중리 153번지 10호  ,51.96,054-971-7855,-,한식,일반음식점
1660,일반음식점,41782,어화코다리냉면손만두전골,우종현,경상북도 칠곡군 석적읍 북중리3길 18,경상북도 칠곡군 석적읍 중리 138번지 13호  ,190.4,054-977-6408,-,한식,일반음식점
1661,일반음식점,41786,칠일석쇠구이,조기화,경상북도 칠곡군 왜관읍 구상길 171,경상북도 칠곡군 왜관읍 왜관리 788번지 7호  ,187.95,054-975-7171,-,식육(숯불구이),일반음식점
1662,일반음식점,41792,또또두마리치킨&순살러브치킨,박춘식,경상북도 칠곡군 지천면 신동로 160,경상북도 칠곡군 지천면 신리 401번지 3호  ,31.63,,-,통닭(치킨),일반음식점
1663,일반음식점,41795,흑돼지가있는풍경,김영미,경상북도 칠곡군 석적읍 강변대로 2288,경상북도 칠곡군 석적읍 남율리 755번지  ,165.1,,-,한식,일반음식점
1664,일반음식점,41800,청춘낭만비어,신서현,경상북도 칠곡군 석적읍 북중리11길 3,경상북도 칠곡군 석적읍 중리 200번지 15호  ,38.62,054-971-8999,-,호프/통닭,일반음식점
1665,일반음식점,41806,푸닭꺼리,강혜선,경상북도 칠곡군 북삼읍 안산3길 31,경상북도 칠곡군 북삼읍 숭오리 17번지 14호  ,149.0,,-,통닭(치킨),일반음식점
1666,일반음식점,41821,세남자와고기이야기,이복희,경상북도 칠곡군 북삼읍 칠곡대로 395,경상북도 칠곡군 북삼읍 어로리 109번지 2호  ,302.9,054-974-0078,-,식육(숯불구이),일반음식점
1667,일반음식점,41821,쉐프의홈푸드,박성남,경상북도 칠곡군 석적읍 서중리7길 97-7,경상북도 칠곡군 석적읍 중리 646번지 13호  ,39.0,054-971-9765,-,한식,일반음식점
1668,일반음식점,41821,정자나무집,강호진,경상북도 칠곡군 가산면 학하2길 57,경상북도 칠곡군 가산면 학하리 1132번지 1호  ,144.34,,-,한식,일반음식점
1669,일반음식점,41824,cafe그림,박은주,경상북도 칠곡군 왜관읍 중앙로 61,경상북도 칠곡군 왜관읍 왜관리 789번지 149호  ,74.2,054-971-0077,-,경양식,일반음식점
1670,일반음식점,41824,금송식당,장난향,경상북도 칠곡군 지천면 금송로 176-9,경상북도 칠곡군 지천면 연화리 1031번지  ,195.77,054-972-9467,-,한식,일반음식점
1671,일반음식점,41827,만수민물장어,박세우,경상북도 칠곡군 북삼읍 금오대로2길 31,경상북도 칠곡군 북삼읍 인평리 1099번지 8호  ,67.5,054-972-7385,-,정종/대포집/소주방,일반음식점
1672,일반음식점,41827,따봉회,박영자,경상북도 칠곡군 북삼읍 북삼로 121,경상북도 칠곡군 북삼읍 인평리 669번지 10호  ,121.78,054-975-0666,-,회집,일반음식점
1673,일반음식점,41828,이조주촌,유계화,경상북도 칠곡군 왜관읍 중앙로2길 42-1,경상북도 칠곡군 왜관읍 왜관리 248번지 2호  ,57.23,054-973-3529,-,정종/대포집/소주방,일반음식점
1674,일반음식점,41830,제주황금돼지,김미성,경상북도 칠곡군 북삼읍 금오대로2길 64,경상북도 칠곡군 북삼읍 인평리 1037번지 1호  ,86.0,054-973-0904,-,식육(숯불구이),일반음식점
1675,일반음식점,41830,태경한우식육식당,김서윤,경상북도 칠곡군 북삼읍 숭산로 120-3,경상북도 칠곡군 북삼읍 숭오리 1100번지  ,104.25,,-,식육(숯불구이),일반음식점
1676,일반음식점,41835,맘스터치(석적점),정경옥,경상북도 칠곡군 석적읍 유학로 42,경상북도 칠곡군 석적읍 중리 203번지 2호  ,92.4,,-,패스트푸드,일반음식점
1677,일반음식점,41835,비원정,정옥연,경상북도 칠곡군 동명면 양지길 31,경상북도 칠곡군 동명면 구덕리 402번지  ,371.8,054-976-8891,-,한식,일반음식점
1678,일반음식점,41835,우리집매운탕,오연숙,경상북도 칠곡군 왜관읍 군청4길 10-6,경상북도 칠곡군 왜관읍 석전리 743번지 17호  ,81.06,,-,탕류(보신용),일반음식점
1679,일반음식점,41838,다사랑실비,우종옥,경상북도 칠곡군 북삼읍 인평중앙로 34-4,경상북도 칠곡군 북삼읍 인평리 371번지 5호  ,26.94,,-,정종/대포집/소주방,일반음식점
1680,일반음식점,41838,소주한잔,김미숙,경상북도 칠곡군 왜관읍 중앙로7길 3-1,경상북도 칠곡군 왜관읍 왜관리 241번지 24호  ,53.83,,-,정종/대포집/소주방,일반음식점
1681,일반음식점,41841,으리돈까스,이현정,경상북도 칠곡군 석적읍 서중리5길 68,경상북도 칠곡군 석적읍 중리 646번지 11호  ,39.9,054-975-8604,-,패스트푸드,일반음식점
1682,일반음식점,41843,불구이돈,김민경,경상북도 칠곡군 왜관읍 중앙로 65,경상북도 칠곡군 왜관읍 왜관리 789번지 184호  ,154.8,054-973-9293,-,식육(숯불구이),일반음식점
1683,일반음식점,41851,봉남이네한우,이호자,경상북도 칠곡군 북삼읍 시덕로 343,경상북도 칠곡군 북삼읍 오평리 75번지 1호  ,272.0,054-972-4945,-,식육(숯불구이),일반음식점
1684,일반음식점,41855,대가야성,한창영,경상북도 칠곡군 북삼읍 인평중앙로 14,경상북도 칠곡군 북삼읍 인평리 401번지 3호  ,156.2,054-973-3397,-,중국식,일반음식점
1685,일반음식점,41855,대박이식당,최남희,경상북도 칠곡군 기산면 지산로 961-2,경상북도 칠곡군 기산면 죽전리 274번지 3호  ,52.2,054-972-6269,-,한식,일반음식점
1686,일반음식점,41856,신행복한밥상,신현우,경상북도 칠곡군 약목면 신유로 2,경상북도 칠곡군 약목면 복성리 949번지 31호  ,61.5,,-,한식,일반음식점
1687,일반음식점,41857,맘스터치오태북삼점,이준희,경상북도 칠곡군 북삼읍 금오대로8길 6-2,경상북도 칠곡군 북삼읍 인평리 1088번지 2호  ,62.4,,-,패스트푸드,일반음식점
1688,일반음식점,41859,마당맛차,이일원,경상북도 칠곡군 북삼읍 금오대로 285,경상북도 칠곡군 북삼읍 인평리 1077번지 2호  ,42.46,,-,한식,일반음식점
1689,일반음식점,41869,우리식당,김화실,경상북도 칠곡군 왜관읍 2산업단지4길 12-5,경상북도 칠곡군 왜관읍 낙산리 699번지 3호  ,50.8,054-975-7701,-,한식,일반음식점
1690,일반음식점,41869,봉구비어왜관점,윤승주,경상북도 칠곡군 왜관읍 중앙로 95,경상북도 칠곡군 왜관읍 왜관리 779번지 13호  ,42.25,,-,호프/통닭,일반음식점
1691,일반음식점,41871,금황찜닭,설용태,경상북도 칠곡군 북삼읍 북삼로 121,경상북도 칠곡군 북삼읍 인평리 669번지 10호  ,88.2,054-972-9915,-,통닭(치킨),일반음식점
1692,일반음식점,41872,핫포(Hot Pho),웬티낌리엔,경상북도 칠곡군 석적읍 북중리1길 59,경상북도 칠곡군 석적읍 중리 87번지 9호  ,72.8,,-,한식,일반음식점
1693,일반음식점,41873,옛날시골통닭,최일규,경상북도 칠곡군 석적읍 북중리3길 69,경상북도 칠곡군 석적읍 중리 83번지 5호  ,53.41,054-972-1122,-,통닭(치킨),일반음식점
1694,일반음식점,41877,2mo,김연옥,경상북도 칠곡군 왜관읍 중앙로 249,경상북도 칠곡군 왜관읍 왜관리 196번지 6호  ,59.69,,-,까페,일반음식점
1695,일반음식점,41877,심심이놀이터,최효심,경상북도 칠곡군 북삼읍 북삼로8길 9,경상북도 칠곡군 북삼읍 인평리 656번지 6호  ,51.6,,-,분식,일반음식점
1696,일반음식점,41879,윤아식당,한용국,경상북도 칠곡군 석적읍 서중리4길 18-1,경상북도 칠곡군 석적읍 남율리 622번지 18호  ,41.34,,-,한식,일반음식점
1697,일반음식점,41886,동화연 공단점,최휘열,경상북도 칠곡군 왜관읍 공단로8길 240,경상북도 칠곡군 왜관읍 금산리 518번지 2호  ,55.33,,-,한식,일반음식점
1698,일반음식점,41886,장금이밥상,정경미,경상북도 칠곡군 약목면 칠곡대로 442-3,경상북도 칠곡군 약목면 복성리 577번지 1호 외 1필지 ,55.23,054-975-8448,-,한식,일반음식점
1699,일반음식점,41893,중리한우국밥,최태연,경상북도 칠곡군 석적읍 서중리1길 2,경상북도 칠곡군 석적읍 중리 161번지 11호  ,33.7,054-977-1176,-,탕류(보신용),일반음식점
1700,일반음식점,41901,COW TOP,이주환,경상북도 칠곡군 석적읍 북중리4길 37,경상북도 칠곡군 석적읍 중리 139번지 3호  ,108.88,,-,식육(숯불구이),일반음식점
1701,일반음식점,41901,무한육,김정오,경상북도 칠곡군 북삼읍 금오대로2길 35,경상북도 칠곡군 북삼읍 인평리 1099번지 11호  ,110.25,054-972-8355,-,통닭(치킨),일반음식점
1702,일반음식점,41913,고고쿡,박귀분,경상북도 칠곡군 석적읍 서중리5길 66,경상북도 칠곡군 석적읍 중리 646번지 1호  ,59.01,,-,김밥(도시락),일반음식점
1703,일반음식점,41914,잇쇼,오삼용,경상북도 칠곡군 석적읍 유학로 2-1,경상북도 칠곡군 석적읍 중리 87번지 14호  ,68.15,,-,일식,일반음식점
1704,일반음식점,41920,달구지막창왜관2호점,박근철,경상북도 칠곡군 왜관읍 구상길 159,경상북도 칠곡군 왜관읍 왜관리 1279번지 57호  ,44.65,,-,식육(숯불구이),일반음식점
1705,일반음식점,41922,검둥고무신BON찜닭,조인옥,경상북도 칠곡군 북삼읍 금오대로1길 2,경상북도 칠곡군 북삼읍 인평리 1077번지 6호  ,87.78,,-,통닭(치킨),일반음식점
1706,일반음식점,41928,숯불꿀돼지구이,김효정,경상북도 칠곡군 석적읍 남중리1길 42,경상북도 칠곡군 석적읍 중리 242번지 2호  ,81.93,,-,식육(숯불구이),일반음식점
1707,일반음식점,41934,작은마을,배순정,경상북도 칠곡군 왜관읍 전원1길 15-10,경상북도 칠곡군 왜관읍 왜관리 772번지 2호  ,83.8,,-,한식,일반음식점
1708,일반음식점,41934,옹기종기고향마을,노옥자,경상북도 칠곡군 북삼읍 금오대로6길 30-5,경상북도 칠곡군 북삼읍 인평리 1099번지 3호  ,99.54,,-,한식,일반음식점
