업종명,업소명,소재지,소재지전화
일반음식점,송내촌산나물밥집,"경상북도 문경시 호계면 가열2길 25-1, 1층",054-555-4431
일반음식점,그램그램문경점,경상북도 문경시 신흥로 14 (모전동),054-000-0000
일반음식점,용가소파스타,경상북도 문경시 당교7길 35-7 (모전동),054-554-2714
일반음식점,신기동짬뽕,경상북도 문경시 신기1길 70 (신기동),054-554-2221
일반음식점,이모전통찻집,경상북도 문경시 영신1길 33 (영신동),054-000-0000
일반음식점,못난감자&치킨,"경상북도 문경시 중앙8길 3, 1층 (점촌동)",054-556-2299
일반음식점,새상일식당,"경상북도 문경시 농암면 청암2길 12-1, 1층",054-571-3106
일반음식점,봄이네,"경상북도 문경시 문경읍 온천2길 24, 1층",054-571-2131
일반음식점,산동감자탕,경상북도 문경시 산양면 불암2길 19,054-554-4840
일반음식점,땡초네,경상북도 문경시 문경읍 문희로 45-1,054-571-2779
일반음식점,막창1번지,"경상북도 문경시 신흥1길 9 (흥덕동, 1층)",054-552-2809
일반음식점,역전해장국,경상북도 문경시 중앙10길 17 (흥덕동),054-554-2011
일반음식점,오대가,"경상북도 문경시 여중길 24, 1층 (모전동)",054-000-0000
일반음식점,명성송어장,"경상북도 문경시 마성면 동성길 142, 1층",054-571-5543
일반음식점,파밀리아,경상북도 문경시 문경읍 하푸실길 30,054-000-0000
일반음식점,황진이호프,경상북도 문경시 점촌로 15-3 (점촌동),054-553-8838
일반음식점,달콤한오늘,"경상북도 문경시 당교3길 74-1, 1층 (모전동)",054-553-9299
일반음식점,촌짬뽕,경상북도 문경시 매봉2길 7-19 (모전동),054-552-2121
일반음식점,운수대통,경상북도 문경시 농암면 서재로 883,054-000-0000
일반음식점,꽃밭모리,경상북도 문경시 중앙로 50-5 (모전동),054-553-4582
일반음식점,김가오가,경상북도 문경시 가은읍 가은3길 17 (8호),054-000-0000
일반음식점,황제봄스,경상북도 문경시 중앙로 312 (흥덕동),054-552-0967
일반음식점,명동식육식당,"경상북도 문경시 중앙6길 2, 1층 (점촌동)",054-555-3721
일반음식점,술이야기,"경상북도 문경시 운동장로 59, 1층 (모전동)",054-000-0000
일반음식점,일번지포차,"경상북도 문경시 가은읍 대야로 2500, 1층",054-571-3769
일반음식점,김족발,"경상북도 문경시 중앙8길 20, 1층 (점촌동)",054-552-6999
일반음식점,7272짬뽕,경상북도 문경시 가은읍 대야로 2458,054-572-7272
일반음식점,시골민물매운탕,"경상북도 문경시 매봉6길 3-3, 1층 (모전동)",054-556-6969
일반음식점,애플꼬마김밥 문경시청점,"경상북도 문경시 당교로 231, 1층 103호 (모전동)",054-553-1112
일반음식점,일광식당,"경상북도 문경시 가은읍 가은로 136, 1층",054-572-1176
일반음식점,육대장,"경상북도 문경시 문경읍 새재로 888, 2동",054-000-0000
일반음식점,선비촌,"경상북도 문경시 가은읍 가은5길 3, 1층",054-571-7063
일반음식점,잔칫날,"경상북도 문경시 새동네1길 5, 1층 (모전동)",054-000-0000
일반음식점,다퍼조,경상북도 문경시 매봉로 13 (모전동),054-000-0000
일반음식점,고향,"경상북도 문경시 신기로 193, 고향 (신기동)",054-554-7463
일반음식점,돈벼락선지국,"경상북도 문경시 당교로 184, 1층 (모전동)",054-553-7576
일반음식점,언니네칼국수,"경상북도 문경시 농암면 농암길 62-1, 1층",054-571-7330
일반음식점,블랙빈,경상북도 문경시 문경읍 새재로 458,054-571-3888
일반음식점,붐비노,"경상북도 문경시 가은읍 공단강변길 1, 1층",054-572-5007
일반음식점,"여유, 잔치국수전문점","경상북도 문경시 신기1길 66, 1층 (신기동)",054-000-0000
일반음식점,마왕족발,"경상북도 문경시 호서로 21, 1층 (점촌동)",054-552-9277
일반음식점,능이소고기국밥,"경상북도 문경시 중앙1길 8, 1층 (점촌동)",054-556-6006
일반음식점,로뎀나무,경상북도 문경시 동로면 벌재장터길 2,054-554-9129
일반음식점,미소연탄구이,경상북도 문경시 모전천길 54 (모전동),054-552-0100
일반음식점,씽크빈코리아,경상북도 문경시 영신로 102 (영신동),054-555-3339
일반음식점,아우라,경상북도 문경시 마성면 문경대로 1646,054-000-0000
일반음식점,옛골,"경상북도 문경시 중앙로 290, 1층 (흥덕동)",054-552-2111
일반음식점,길손한정식,경상북도 문경시 매봉6길 4-1 (모전동),054-000-0000
일반음식점,옛날식당,경상북도 문경시 매봉4길 25 (모전동),054-000-0000
일반음식점,이화령짬뽕,"경상북도 문경시 문경읍 새재로 873, 1층",054-572-7277
일반음식점,나주곰탕 문경점,"경상북도 문경시 상신로 47, 1층 101호 (점촌동)",054-000-0000
일반음식점,장수추어탕,경상북도 문경시 시청1길 32 (모전동),054-000-0000
일반음식점,문경약돌돼지 구이가,경상북도 문경시 당교1길 24 (모전동),054-554-3782
일반음식점,테다,경상북도 문경시 문경읍 새재로 880,054-000-0000
일반음식점,문경맛집순대,경상북도 문경시 문경읍 주흘1길 15,054-572-0320
일반음식점,대양식육식당,"경상북도 문경시 문경읍 주흘로 33, 9동 1층",054-000-0000
일반음식점,영신식당,"경상북도 문경시 시청1길 28, 1층 (모전동)",054-554-8126
일반음식점,문경약돌돼지금천마을,경상북도 문경시 산양면 불암3길 8,054-555-9282
일반음식점,올리브,"경상북도 문경시 중앙로 129-1, 2층 (점촌동)",054-554-3871
일반음식점,뱃나들중화요리,"경상북도 문경시 호계면 뱃나들1길 5, 2층",054-554-5520
일반음식점,미스터피자문경점,"경상북도 문경시 당교로 231, 102호 (모전동)",054-553-8910
일반음식점,친구네식당,"경상북도 문경시 문경읍 온천5길 11, 1층",054-571-5697
일반음식점,새재갈비,"경상북도 문경시 문경읍 새재로 908, 2층",054-572-2595
일반음식점,나주곰탕 흥덕점,"경상북도 문경시 신흥3길 9-1, 1층 (흥덕동)",054-553-0881
일반음식점,웰빙자담치킨,"경상북도 문경시 새동네4길 3, 1층 (모전동)",054-554-2530
일반음식점,쪽쪽갈비문경점,"경상북도 문경시 신흥로 242, 1층 (흥덕동)",054-552-9258
일반음식점,보보스,"경상북도 문경시 매봉4길 20-1, 1층 (모전동)",054-000-0000
일반음식점,너만보리,"경상북도 문경시 신기3길 8, 1층 (신기동)",054-552-1585
일반음식점,미나리삼겹막창포차,경상북도 문경시 모전동 1001 1층,054-000-0000
일반음식점,농업회사법인 주식회사 모심정,"경상북도 문경시 마성면 봉생1길 13, 1층",054-571-1845
일반음식점,온유돈까스,"경상북도 문경시 호서로 19-1, 1층 (점촌동)",054-552-5009
일반음식점,고향정식당,"경상북도 문경시 문경읍 청운로 81, 1층",054-571-2341
일반음식점,파주닭국수,"경상북도 문경시 매봉3길 26, 1층 (모전동)",054-552-6868
일반음식점,중앙시장휴게실,경상북도 문경시 중앙시장길 22 (점촌동),054-000-0000
일반음식점,돈돼지,경상북도 문경시 매봉2길 30 (모전동),054-552-0088
일반음식점,사바끼,"경상북도 문경시 중앙8길 17, 1층 (점촌동)",054-553-6432
일반음식점,낭만상회야식,"경상북도 문경시 매봉2길 25-17, 1층 (모전동)",054-552-7540
일반음식점,카페드디종,"경상북도 문경시 문경읍 새재로 914, 1,2층",054-571-5879
일반음식점,콩순이와 메밀총각,"경상북도 문경시 마성면 은성로 1245, 1층",054-571-5650
일반음식점,경성갈비,경상북도 문경시 당교2길 33 (모전동),054-000-0000
일반음식점,삼복이네밥상,경상북도 문경시 중앙시장길 28 (점촌동),054-556-0303
일반음식점,청록,경상북도 문경시 당교7길 11 (모전동),054-000-0000
일반음식점,수유리우동집문경점 . 서민국밥,경상북도 문경시 당교12길 5-4 (모전동),054-555-0066
일반음식점,가장맛있는족발문경점촌점,경상북도 문경시 매봉로 64 (모전동),054-000-0000
일반음식점,삼삼오오식당,경상북도 문경시 중앙3길 24 (점촌동),054-000-0000
일반음식점,B.H.C문경점촌점,경상북도 문경시 호서로 85 (흥덕동),054-552-4999
일반음식점,코아인,경상북도 문경시 당교6길 25-109 (모전동),054-000-0000
일반음식점,쌍둥이네,"경상북도 문경시 가은읍 갈전2길 7, 1층",054-571-1517
일반음식점,다락방,경상북도 문경시 중앙로 187 (흥덕동),054-000-0000
일반음식점,고래고래,경상북도 문경시 영신로 93 (점촌동),054-555-9013
일반음식점,밤실이네 밥상,경상북도 문경시 신기3길 18 (신기동),054-553-1455
일반음식점,산적海포차,"경상북도 문경시 당교12길 14, 1층 (모전동)",070-7344-8072
일반음식점,또와생막창,경상북도 문경시 남산로 11-2 (점촌동),054-555-8644
일반음식점,가나다라브루어리,"경상북도 문경시 문경대로 625-1, 2층 (유곡동)",070-7799-2428
일반음식점,홈스테드문경홈플러스점,"경상북도 문경시 시청1길 5, 1층 (모전동)",054-000-0000
일반음식점,킴스푸드(kim's food),경상북도 문경시 당교2길 10 (모전동),054-554-3044
일반음식점,망치포차,경상북도 문경시 당교3길 85 (모전동),054-000-0000
일반음식점,자인맛집,"경상북도 문경시 문경읍 문희로 10, 1층",054-000-0000
일반음식점,오늘은 샤브샤브,"경상북도 문경시 매봉1길 49-10, 1층 (모전동)",054-553-3992
일반음식점,토담골두부,경상북도 문경시 중앙시장길 30 (점촌동),054-000-0000
일반음식점,만치,"경상북도 문경시 당교6길 25, 102호 (모전동, 문경코아루아파트(상가))",054-552-7638
일반음식점,돈하우스,경상북도 문경시 신흥로 142-1 (점촌동),054-000-0000
일반음식점,다온정숯불양념석쇠구이,"경상북도 문경시 가은읍 가은로 178, 1층",054-572-6700
일반음식점,코다리와 청계닭이야기,"경상북도 문경시 문경읍 여우목로 8, 1층",054-572-0085
일반음식점,문경장어,"경상북도 문경시 당교로 240, 1층 (모전동)",054-555-3314
일반음식점,장수식당,경상북도 문경시 중앙로 45-1 (모전동),054-000-0000
일반음식점,꽃찬찜닭 문경점,경상북도 문경시 당교2길 28 (모전동),054-556-8866
일반음식점,은화수식당,"경상북도 문경시 점촌5길 2, 1층 (점촌동)",054-554-9960
일반음식점,카페숲,경상북도 문경시 영신로 55 (점촌동),054-000-0000
일반음식점,동로옛날맛짜장,경상북도 문경시 동로면 벌재장터길 4-1,054-552-8080
일반음식점,돈통마늘보쌈,경상북도 문경시 문경읍 온천8길 18,054-000-0000
일반음식점,새이삭식당,경상북도 문경시 신흥로 155 (점촌동),054-554-5250
일반음식점,금가네,경상북도 문경시 산북면 금천로 699,054-553-8030
일반음식점,24시전주명가콩나물국밥문경점촌점,"경상북도 문경시 당교로 245, 센텀타워 102~103호 (모전동)",054-555-9992
일반음식점,물총칼국수,"경상북도 문경시 당교1길 37, 라벨메종 (모전동)",054-554-4566
일반음식점,여기어때요,"경상북도 문경시 신흥3길 9, 자연먹거리 (흥덕동)",054-000-0000
일반음식점,지짐이,경상북도 문경시 남산로 15 (점촌동),054-554-7615
일반음식점,카페장춘도예,경상북도 문경시 산양면 추산로 129-9,054-000-0000
일반음식점,생생통삼겹,경상북도 문경시 당교1길 39-4 (모전동),054-553-0909
일반음식점,광부의 행복밥상,경상북도 문경시 가은읍 대야로 2442,054-000-0000
일반음식점,두찜 문경 점촌점,경상북도 문경시 점촌5길 24 (점촌동),054-000-0000
일반음식점,국수명가,경상북도 문경시 당교2길 27 (모전동),054-556-5300
일반음식점,신기골.바다양푼이동태탕 신기점,"경상북도 문경시 신기1길 82, 기락가든 (신기동)",054-553-8004
일반음식점,간이역,경상북도 문경시 중앙6길 18 (점촌동),054-555-0064
일반음식점,가은돈까스,경상북도 문경시 가은읍 대야로 2420-1,054-000-0000
일반음식점,불닭발땡초동대문엽기떡볶이 경북문경점,"경상북도 문경시 점촌5길 6, 1층 (점촌동)",054-555-8592
일반음식점,심양양꼬치,경상북도 문경시 운동장로 40 (모전동),054-556-7676
일반음식점,울타리민속촌,경상북도 문경시 신흥시장길 25 (흥덕동),054-000-0000
일반음식점,문경진안식당,경상북도 문경시 문경읍 문경대로 2455-7,054-000-0000
일반음식점,산양칼국수,"경상북도 문경시 신흥시장길 19 (흥덕동, 신흥상가)",054-000-0000
일반음식점,소마,경상북도 문경시 가은읍 대야로 2426-4,054-000-0000
일반음식점,문경오미자와인동굴,경상북도 문경시 동로면 안생달길 279,054-554-7373
일반음식점,해와달그리고별,"경상북도 문경시 영순면 포내로 116-30, 3층",054-000-0000
일반음식점,한국전력문경지사구내식당,"경상북도 문경시 모전로 75, 한국전력공사문경지점 (모전동)",054-550-2279
일반음식점,현대식당,경상북도 문경시 문경읍 새재로 458-3,054-571-7829
일반음식점,정일품,경상북도 문경시 당교6길 20 (모전동),054-000-0000
일반음식점,충만치킨문경점,"경상북도 문경시 당교로 198, 충만치킨문경점 (모전동)",054-555-0769
일반음식점,새서울뚝배기,경상북도 문경시 당교3길 20-1 (모전동),054-000-0000
일반음식점,라라코스트 문경시청점,경상북도 문경시 당교로 249 (모전동),054-552-3231
일반음식점,영강그늘집,"경상북도 문경시 영순면 포내로 88, 대한골프연습장",054-000-0000
일반음식점,아마떼,"경상북도 문경시 가은읍 대야로 2442, 2층",054-571-7070
일반음식점,고운음식점,경상북도 문경시 신흥3길 6-3 (흥덕동),054-000-0000
일반음식점,농업회사법인 주식회사 구선손반,"경상북도 문경시 문경읍 새재2길 32-3, 지하 2층",054-000-0000
일반음식점,블랙몬스터,"경상북도 문경시 중앙로 87, 중앙시장 120호 (점촌동)",054-000-0000
일반음식점,insanire(인서니얼),경상북도 문경시 모전천5길 3-2 (모전동),054-000-0000
일반음식점,아카시아Beer,경상북도 문경시 중앙3길 21 (점촌동),054-000-0000
일반음식점,화수헌,경상북도 문경시 산양면 현리3길 9,054-554-0724
일반음식점,알딸딸실내포차,경상북도 문경시 문경읍 온천3길 12,054-000-0000
일반음식점,콩당콩당,"경상북도 문경시 중앙로 87, 2층 215호 (점촌동)",054-000-0000
일반음식점,한끼뚝딱,"경상북도 문경시 중앙로 87, 중앙시장 124호 (점촌동)",054-000-0000
일반음식점,누렁소,경상북도 문경시 신흥3길 11 (흥덕동),054-000-0000
일반음식점,미스사이공,"경상북도 문경시 당교로 231, 102호 (모전동, 브리티시골드)",054-000-0000
일반음식점,부리부리,"경상북도 문경시 중앙로 87, 116호 (점촌동)",054-000-0000
일반음식점,누들보쌈 배달만족 문경농암점,경상북도 문경시 농암면 농암길 51,054-000-0000
일반음식점,초계한우,경상북도 문경시 호계면 부천로 136,054-553-7331
일반음식점,미래,경상북도 문경시 신기산단2길 12 (신기동),054-000-0000
일반음식점,금호식당,경상북도 문경시 중앙3길 14 (점촌동),054-000-0000
일반음식점,수락관식당,경상북도 문경시 가은읍 가은3길 17,054-000-0000
일반음식점,짱수산,"경상북도 문경시 신흥로 151, 점촌제빙 (점촌동)",054-555-0080
일반음식점,사과꽃필무렵,경상북도 문경시 문경읍 여우목로 69-8,054-000-0000
일반음식점,작은 이태리식당,경상북도 문경시 문경읍 온천4길 13,054-000-0000
일반음식점,홍도화피는집,경상북도 문경시 가은읍 대야로 2543,054-000-0000
일반음식점,디딤정,경상북도 문경시 마성면 새재로 168-1,054-000-0000
일반음식점,노랑통닭문경점,경상북도 문경시 상신로 18 (점촌동),054-553-6699
일반음식점,대흥숯불,경상북도 문경시 마성면 새재로 51,054-000-0000
일반음식점,까페남파,경상북도 문경시 남부3길 2 (모전동),054-552-5200
일반음식점,반송정,경상북도 문경시 문경읍 온천2길 24,054-000-0000
일반음식점,육덕언니,경상북도 문경시 당교1길 15-8 (모전동),054-000-0000
일반음식점,청하루,경상북도 문경시 중앙로 87 (점촌동),054-000-0000
일반음식점,마라도,경상북도 문경시 운동장로 25 (모전동),054-000-0000
일반음식점,가향,경상북도 문경시 반쟁이길 41-2 (모전동),054-000-0000
일반음식점,대한곱창문경점,경상북도 문경시 문경읍 주흘1길 25-1,054-000-0000
일반음식점,할매칼국수,경상북도 문경시 문경읍 문희로 30-1,054-000-0000
일반음식점,강가에,경상북도 문경시 가은읍 왕능강변길 43-1,054-000-0000
일반음식점,아리수,경상북도 문경시 당교1길 19-9 (모전동),054-000-0000
일반음식점,육식생활,경상북도 문경시 중앙8길 20-1 (점촌동),054-000-0000
일반음식점,7치킨포차,"경상북도 문경시 가은읍 가은5길 7, 4동 2호",054-000-0000
일반음식점,마녀불찜닭.홍탕.탕수육주는부대찌개,"경상북도 문경시 중앙로 87, 중앙시장상가 1층 131호 (점촌동)",054-556-3633
일반음식점,오미자네 건강마을,"경상북도 문경시 중앙로 87, 오미자네 청년몰 201호 (점촌동)",054-000-0000
일반음식점,피렌체,"경상북도 문경시 중앙7길 43-2, 1층 (점촌동)",054-554-7933
일반음식점,안면도 해물천국,경상북도 문경시 시청2길 19 (모전동),054-000-0000
일반음식점,장가네매운탕,경상북도 문경시 당교로 165 (모전동),054-000-0000
일반음식점,산골촌,경상북도 문경시 농암면 농암4길 3,054-000-0000
일반음식점,등뼈사골국밥매운탕,경상북도 문경시 점촌6길 12 (점촌동),054-000-0000
일반음식점,진남주막식당,경상북도 문경시 마성면 진남1길 156,054-000-0000
일반음식점,라루올로,경상북도 문경시 문경읍 새재2길 29,054-571-5800
일반음식점,청춘닭갈비,경상북도 문경시 문경읍 온천4길 7,054-000-0000
일반음식점,토박이매운탕,경상북도 문경시 신흥3길 7 (흥덕동),054-000-0000
일반음식점,라마다문경새재 호텔 카페,경상북도 문경시 문경읍 새재2길 32-3,054-000-0000
일반음식점,개성상황삼계탕,"경상북도 문경시 문경읍 문경대로 2259, 101,102호",054-000-0000
일반음식점,고향능이칼국수,"경상북도 문경시 모전로 102, 205,206호 (모전동, 현대상가빌라)",054-000-0000
일반음식점,횡성식당,경상북도 문경시 중앙6길 11 (점촌동),054-000-0000
일반음식점,반올림피자샵문경점촌점,"경상북도 문경시 점촌5길 7, 서울신통의원 (점촌동)",054-553-5354
일반음식점,60계 문경점,경상북도 문경시 매봉1길 11 (모전동),054-552-6066
일반음식점,소민네막창,경상북도 문경시 호서로 35 (점촌동),054-552-7727
일반음식점,참나무장작구이,경상북도 문경시 마성면 은성로 1649,054-571-4625
일반음식점,아빠통닭,"경상북도 문경시 중앙로 87, 103호 (점촌동)",054-555-1588
일반음식점,고기서방삼겹살전문점,경상북도 문경시 당교6길 12 (모전동),054-553-8592
일반음식점,라오미자연밥상,"경상북도 문경시 문경읍 새재로 600, 문경힐링휴양촌",054-572-5959
일반음식점,가고파식당,경상북도 문경시 문경읍 새재로 916-1,054-000-0000
일반음식점,문경전통시장 상차림 3호점,"경상북도 문경시 문경읍 문희로 41-15, 3호",054-000-0000
일반음식점,덮·분·애,"경상북도 문경시 당교1길 7-7, 1층 (모전동)",054-000-0000
일반음식점,란싸와디명타이식당,경상북도 문경시 호계면 상무로 283,054-000-0000
일반음식점,에코푸드,"경상북도 문경시 가은읍 왕능길 114, 에코랄라",054-000-0000
일반음식점,방긋,경상북도 문경시 동로면 여우목로 2794,054-000-0000
일반음식점,돈대박,경상북도 문경시 마성면 동성길 140,054-571-0885
일반음식점,국시랑,경상북도 문경시 산양면 불암2길 6,054-552-5020
일반음식점,코리아,경상북도 문경시 매봉2길 11-7 (모전동),054-000-0000
일반음식점,가은식탁,"경상북도 문경시 매봉2길 11-2, 1층 (모전동)",054-571-7785
일반음식점,구랑촌,경상북도 문경시 마성면 구랑1길 11,054-572-1107
일반음식점,모퉁이김밥.뷔페,"경상북도 문경시 신흥로 160, 1층 (점촌동)",054-552-9090
일반음식점,천지송어장,경상북도 문경시 중앙로 145 (점촌동),054-552-4422
일반음식점,맛나슈퍼점촌점,경상북도 문경시 매봉2길 14 (모전동),054-555-0018
일반음식점,황금오리,"경상북도 문경시 상신로 47, 105호 (점촌동, 애드인)",054-000-0000
일반음식점,궁선맛집,경상북도 문경시 점촌로 5-1 (점촌동),054-000-0000
일반음식점,초계백숙,경상북도 문경시 호계면 부천로 131,054-556-7331
일반음식점,맘스터치점촌점,경상북도 문경시 점촌5길 7 (점촌동),054-000-0000
일반음식점,꽃차DAY,경상북도 문경시 마성면 진남3길 6,054-000-0000
일반음식점,참콩물,경상북도 문경시 문경읍 새재로 896,054-000-0000
일반음식점,샥샥쭈꾸미,경상북도 문경시 매봉3길 4 (모전동),054-555-5575
일반음식점,산북식당,경상북도 문경시 산북면 금천로 572-1,054-552-4110
일반음식점,사계,"경상북도 문경시 중앙로 1, 2층 (모전동)",054-000-0000
일반음식점,어가,경상북도 문경시 매봉로 15 (모전동),054-000-0000
일반음식점,마산아구찜,경상북도 문경시 매봉2길 28 (모전동),054-000-0000
일반음식점,대보식당,경상북도 문경시 마성면 외어리 982,054-000-0000
일반음식점,가마솥착한족발,경상북도 문경시 당교5길 3 (모전동),054-000-0000
일반음식점,새재골식당,경상북도 문경시 문경읍 문희로 32,054-000-0000
일반음식점,주형이네 벌교 꼬막 정식,경상북도 문경시 당교12길 5-1 (모전동),054-553-7713
일반음식점,국화원 문경장례식장,경상북도 문경시 공평로 134 (공평동),054-555-6444
일반음식점,아바이왕순대,"경상북도 문경시 매봉로 96, 2층 (모전동)",054-555-0830
일반음식점,찜불라,경상북도 문경시 중앙6길 7 (점촌동),054-000-0000
일반음식점,온누리뷔페,경상북도 문경시 문경읍 온천3길 7,054-000-0000
일반음식점,바다회수산,경상북도 문경시 문경읍 주흘1길 33,054-000-0000
일반음식점,정원식당,경상북도 문경시 농암면 청암2길 20,054-571-9292
일반음식점,문가식당,"경상북도 문경시 영순면 의곡2길 15, 천마문화센터",054-554-6266
일반음식점,홍이네,경상북도 문경시 가은읍 양산개6길 3,054-000-0000
일반음식점,재정식당,"경상북도 문경시 중앙로 87, 1층 139호 (점촌동)",054-000-0000
일반음식점,산양민물매운탕,경상북도 문경시 산양면 불암2길 20-4,054-553-7439
일반음식점,가마치통닭문경점,"경상북도 문경시 돈달로 191, 지하1층 (흥덕동, 부민베스트빌)",054-556-7077
일반음식점,홍식당,경상북도 문경시 호계면 선암길 190-27,054-000-0000
일반음식점,동그랑 도너츠 찐빵,경상북도 문경시 점촌5길 14 (점촌동),054-000-0000
일반음식점,다모토리,"경상북도 문경시 신기1길 82, 1층 (신기동)",054-000-0000
일반음식점,고동,경상북도 문경시 호계면 태봉1길 19-5,054-000-0000
일반음식점,숯불에 구워먹는 촌돼지,"경상북도 문경시 매봉4길 6-1, 1층 (모전동)",054-000-0000
일반음식점,육개장이맛있는집,경상북도 문경시 매봉2길 23-14 (모전동),054-552-1999
일반음식점,문화창고카페공앤유,경상북도 문경시 신흥로 92 (점촌동),054-000-0000
일반음식점,가수가 하는 맛집,"경상북도 문경시 신흥시장길 19, 나동 107,108호 (흥덕동, 신흥상가)",054-000-0000
일반음식점,샤브나무,경상북도 문경시 당교1길 38 (모전동),054-554-9295
일반음식점,바다이야기,경상북도 문경시 신흥1길 11-12 (흥덕동),054-555-2021
일반음식점,명품白누들,경상북도 문경시 매봉3길 25 (모전동),054-000-0000
일반음식점,10억포차,경상북도 문경시 신흥로 222 (흥덕동),054-000-0000
일반음식점,치킨의민족 문경점,경상북도 문경시 운동장로 61 (모전동),054-552-1203
일반음식점,정이네식당,경상북도 문경시 문경읍 온천5길 13,054-000-0000
일반음식점,웰빙수연카페,"경상북도 문경시 중앙로 192, 신대성공인중개사 (흥덕동)",054-000-0000
일반음식점,우리식당,경상북도 문경시 산양면 불암2길 12,054-553-8887
일반음식점,미스터빠삭 문경점,경상북도 문경시 당교2길 14 (모전동),054-000-0000
일반음식점,주마실,경상북도 문경시 중앙6길 31 (점촌동),054-000-0000
일반음식점,짜장나들이,경상북도 문경시 상신로 39 (점촌동),054-555-5952
일반음식점,진참치,경상북도 문경시 당교3길 67 (모전동),054-556-3733
일반음식점,대밭골포차,"경상북도 문경시 중앙로 117-11, 2층 (점촌동)",054-000-0000
일반음식점,님과함께 포차,"경상북도 문경시 농암면 청화로 1119, 2층",054-000-0000
일반음식점,국의달인 왕순대,경상북도 문경시 신기1길 85 (신기동),054-553-7154
일반음식점,소담토종백숙,경상북도 문경시 영강공원길 17 (흥덕동),054-552-7919
일반음식점,안동한우곱창,경상북도 문경시 당교6길 13 (모전동),054-552-3543
일반음식점,문경화로닭발,경상북도 문경시 매봉3길 1 (모전동),054-000-0000
일반음식점,순조왕갈비,"경상북도 문경시 새동네2길 20 (모전동, 2차무지개맨션)",054-556-3434
일반음식점,만리장성,경상북도 문경시 매봉로 3 (모전동),054-554-0888
일반음식점,제주 은희네 해장국,경상북도 문경시 당교3길 33 (모전동),054-554-7615
일반음식점,잔치집,경상북도 문경시 문경읍 온천3길 13,054-000-0000
일반음식점,새재고을,경상북도 문경시 모전로 134 (모전동),054-552-5676
일반음식점,뜰날,경상북도 문경시 중앙7길 29-1 (점촌동),054-556-6655
일반음식점,점촌밥상,"경상북도 문경시 신흥로 246, 신용슈퍼 (흥덕동)",054-000-0000
일반음식점,내담,경상북도 문경시 반쟁이1길 16 (모전동),054-553-6123
일반음식점,일미리금계찜닭점촌점,경상북도 문경시 점촌6길 12 (점촌동),054-552-1480
일반음식점,황소펜션식당,경상북도 문경시 불정강변길 3 (불정동),054-000-0000
일반음식점,꽃맹글다,경상북도 문경시 산양면 불암2길 20,054-000-0000
일반음식점,목향,경상북도 문경시 당교1길 11 (모전동),054-000-0000
일반음식점,쿠오레에스프레소 문경시청점,"경상북도 문경시 당교3길 53, 1층 (모전동)",054-000-0000
일반음식점,한우명가 문경모전점,경상북도 문경시 당교2길 2 (모전동),054-000-0000
일반음식점,약돌한우 약돌돼지 금가네식육식당,경상북도 문경시 산북면 금천로 699,054-000-0000
일반음식점,거산식당,경상북도 문경시 산북면 운달로 713,054-000-0000
일반음식점,송화식당,경상북도 문경시 신흥로 218 (흥덕동),054-000-0000
일반음식점,신천할매떡볶이,경상북도 문경시 문경읍 청운로 64,054-000-0000
일반음식점,문경전통시장 상차림2호점,경상북도 문경시 문경읍 문희로 41-15,054-572-5555
일반음식점,상차림식당 1호점,경상북도 문경시 문경읍 문희로 41-15,054-000-0000
일반음식점,이춘봉 인생치킨,경상북도 문경시 가은읍 대야로 2486,054-572-7707
일반음식점,점촌돈족,경상북도 문경시 중앙로 15 (모전동),054-556-2727
일반음식점,천마식당,경상북도 문경시 영순면 영순로 316,054-554-5811
일반음식점,그곳에,경상북도 문경시 중앙6길 29 (점촌동),054-000-0000
일반음식점,새재한우,경상북도 문경시 중앙로 261 (흥덕동),054-552-8676
일반음식점,문경참미나리 미돈가,경상북도 문경시 산양면 서당마길 92-26,054-555-9996
일반음식점,산양정행소,경상북도 문경시 산양면 불암2길 14-5,054-000-0000
일반음식점,"카페, 선일",경상북도 문경시 문경읍 주흘로 51,054-000-0000
일반음식점,인 포레스트,경상북도 문경시 문경읍 새재1길 49-1,054-000-0000
일반음식점,순이네 꿈,경상북도 문경시 주평5길 55 (신기동),054-000-0000
일반음식점,"생각, 보다",경상북도 문경시 주평5길 55 (신기동),054-000-0000
일반음식점,감포참가자미,경상북도 문경시 농암면 종곡1길 1,054-000-0000
일반음식점,이모네칼국수,경상북도 문경시 가은읍 대야로 2478,054-000-0000
일반음식점,로즈갤러리,경상북도 문경시 공평로 223 (공평동),054-000-0000
일반음식점,BBQ 문경점촌점,경상북도 문경시 매봉2길 29-1 (모전동),054-000-0000
일반음식점,3대치킨,경상북도 문경시 호서로 100 (흥덕동),054-000-0000
일반음식점,원소주방,"경상북도 문경시 중앙3길 1, 2층 (점촌동)",054-000-0000
일반음식점,온천골 한우 가마솥국밥,경상북도 문경시 반쟁이3길 32 (모전동),054-553-7989
일반음식점,민호프,경상북도 문경시 가은읍 양산개5길 2,054-571-2009
일반음식점,스트림사이드,경상북도 문경시 문경읍 새재로 885,054-000-0000
일반음식점,문경 곱이곱다,경상북도 문경시 매봉6길 4-5 (모전동),054-555-1717
일반음식점,송탄홍여사쇠고기부대찌개,경상북도 문경시 산양면 경서로 871,054-000-0000
일반음식점,꽃밭,"경상북도 문경시 중앙로 50-5, 2층 (모전동)",054-553-4582
