연번,업소명,업종명,소재지,전화번호,비고
1206,단지식당,일반음식점,"경상북도 영천시 신녕면 본관시장길 3, A동 1호",054-332-1238,영업
1207,비에이치씨 영천1호점,일반음식점,경상북도 영천시 중앙동1길 2 (문외동),054-335-9292,영업
1208,응팔 비어,일반음식점,경상북도 영천시 호국로 45-1 (야사동),054-000-0000,영업
1209,담쟁이주막촌,일반음식점,경상북도 영천시 통운길 5 (완산동),054-335-1600,영업
1210,정가네생갈치,일반음식점,"경상북도 영천시 천문로 650, 부1 (오미동)",054-000-0000,영업
1211,원샷실내마차,일반음식점,경상북도 영천시 신녕면 본관시장길 14-45,054-000-0000,영업
1212,북촌,일반음식점,경상북도 영천시 고경면 호국로 371,054-331-8093,영업
1213,김순자영천산성한우곰탕,일반음식점,경상북도 영천시 한방로 206 (작산동),054-335-3290,영업
1214,오정빈집밥,일반음식점,경상북도 영천시 언하공단로 66 (망정동),054-338-7277,영업
1215,고향맛분식,일반음식점,경상북도 영천시 신녕면 불바위길 6,054-336-9938,영업
1216,평천돼지국밥,일반음식점,경상북도 영천시 임고면 포은로 739,054-331-3854,영업
1217,소꿉친구(소고기꿉는친구),일반음식점,"경상북도 영천시 호국로 175, 2층 (조교동)",054-000-0000,영업
1218,우야지막창(영천점),일반음식점,경상북도 영천시 삼산길 2 (문외동),054-337-8891,영업
1219,케이,일반음식점,"경상북도 영천시 언하공단로 103, 3층 (망정동)",054-000-0000,영업
1220,부강식당,일반음식점,경상북도 영천시 칠백로 847 (도남동),054-000-0000,영업
1221,가래실포장마차영농조합법인,일반음식점,경상북도 영천시 화산면 가상길 23-2,054-337-6630,영업
1222,수선화,일반음식점,경상북도 영천시 상록2길 39-1 (야사동),054-000-0000,영업
1223,홍이소주방,일반음식점,경상북도 영천시 완산중앙3길 12 (완산동),054-336-3505,영업
1224,대운한우식육식당,일반음식점,경상북도 영천시 봉도길 6-9 (도남동),054-338-3980,영업
1225,나다움,일반음식점,"경상북도 영천시 청통면 금송로 1013, 나동 1,2층",054-000-0000,영업
1226,영천대동식당,일반음식점,경상북도 영천시 충효로 87 (문외동),054-337-2211,영업
1227,늘봄식당,일반음식점,경상북도 영천시 채신2공단길 41 (괴연동),054-000-0000,영업
1228,윤회네 깃대 삼겹살,일반음식점,경상북도 영천시 창신길 113 (망정동),054-337-9290,영업
1229,다담뜰한식뷔페,일반음식점,경상북도 영천시 호국로 162 (조교동),054-331-9800,영업
1230,늘솜물회,일반음식점,경상북도 영천시 장천길 5 (조교동),054-000-0000,영업
1231,청호분식,일반음식점,"경상북도 영천시 망정2길 7-5, 106호 (망정동)",054-000-0000,영업
1232,영천화산식육,일반음식점,경상북도 영천시 삼산길 2 (문외동),054-336-0993,영업
1233,석계1번지,일반음식점,경상북도 영천시 고경면 호국로 1443,054-000-0000,영업
1234,알통떡강정영천망정점,일반음식점,"경상북도 영천시 창신1길 42, 301동 7호 (망정동, 인터불고코아루 )",054-336-3395,영업
1235,효리정,일반음식점,경상북도 영천시 임고면 운주로 297,054-000-0000,영업
1236,농업회사법인 영천비어 주식회사,일반음식점,경상북도 영천시 화남면 유천길 137,054-000-0000,영업
1237,신녕족발,일반음식점,경상북도 영천시 신녕면 장수로 1677,054-000-0000,영업
1238,리코파파영천점,일반음식점,경상북도 영천시 우로들길 105-1 (망정동),054-000-0000,영업
1239,휘명맛동산,일반음식점,"경상북도 영천시 신녕면 신화로 114-8, 주2동",054-000-0000,영업
1240,영천고디국추어탕,일반음식점,경상북도 영천시 망정로 86 (망정동),054-337-3668,영업
1241,뚱보분식,일반음식점,경상북도 영천시 새말1길 12 (야사동),054-000-0000,영업
1242,고경반점,일반음식점,경상북도 영천시 고경면 호국로 1072,054-335-9949,영업
1243,영동실내마차,일반음식점,"경상북도 영천시 야사4길 37, 나동 10호 (야사동)",054-000-0000,영업
1244,복식당,일반음식점,경상북도 영천시 신녕면 장수로 1617,054-000-0000,영업
1245,별시루(펜션),일반음식점,경상북도 영천시 화남면 학지길 34-11,054-000-0000,영업
1246,식카고주,일반음식점,"경상북도 영천시 중앙동2길 28 (문외동, 1층2층)",054-331-4056,영업
1247,가람,일반음식점,"경상북도 영천시 영천고1길 62, 1층,2층 층 (야사동)",054-000-0000,영업
1248,생생돈까스,일반음식점,"경상북도 영천시 창신1길 42, 301동 105호 (망정동, 인터불고코아루)",054-336-6492,영업
1249,어부지리,일반음식점,경상북도 영천시 청통면 청통로 776-1,054-000-0000,영업
1250,초원숯불돼지갈비전문점,일반음식점,경상북도 영천시 임고면 포은로 795,054-000-0000,영업
1251,오후엔,일반음식점,경상북도 영천시 중앙동3길 81-9 (문내동),054-338-7800,영업
1252,카페 잇데이,일반음식점,경상북도 영천시 시장로 51 (완산동),054-000-0000,영업
1253,영천돼지국밥,일반음식점,경상북도 영천시 한방로 41-1 (도동),054-336-9847,영업
1254,굽네치킨,일반음식점,"경상북도 영천시 창신1길 42, 103호 (망정동, 인터불고코아루아파트상가 )",050-4570-8469,영업
1255,돈복네돼지국밥,일반음식점,경상북도 영천시 영화로 245 (완산동),054-338-3757,영업
1256,정 코다리(영천점),일반음식점,경상북도 영천시 영화로 245 (완산동),054-337-8988,영업
1257,미소맛족발,일반음식점,경상북도 영천시 호국로 133 (망정동),050-7573-5451,영업
1258,마당통닭,일반음식점,경상북도 영천시 호국로 36-1 (야사동),054-927-2979,영업
1259,꿉양치킨,일반음식점,경상북도 영천시 호국로 70 (야사동),050-4570-0144,영업
1260,일성생선구이,일반음식점,경상북도 영천시 옛군청2길 27-21 (문내동),054-000-0000,영업
1261,옥이분식,일반음식점,"경상북도 영천시 청산길 24, 105호 (문외동)",054-333-8292,영업
1262,우미관,일반음식점,경상북도 영천시 북안면 운북로 2042,054-000-0000,영업
1263,황제레스,일반음식점,경상북도 영천시 완산중앙5길 17 (완산동),054-332-2041,영업
1264,(주)도그휴,일반음식점,경상북도 영천시 하이브리드로 300 (괴연동),054-000-0000,영업
1265,담은,일반음식점,경상북도 영천시 금호읍 성천앞길 135-12,054-000-0000,영업
1266,든담농가맛집,일반음식점,경상북도 영천시 화남면 신선로 113,054-000-0000,영업
1267,1994카페,일반음식점,경상북도 영천시 왕평길 31 (교촌동),054-332-1994,영업
1268,차당한방백숙,일반음식점,경상북도 영천시 고경면 차당실로 273,054-000-0000,영업
1269,별별치킨,일반음식점,경상북도 영천시 대창면 대창시장길 27,054-338-5566,영업
1270,장안보리밥,일반음식점,"경상북도 영천시 시장4길 52 (완산동, 제2지구 93,94,97,98호)",054-000-0000,영업
1271,별 카페,일반음식점,경상북도 영천시 완산중앙4길 25 (완산동),054-000-0000,영업
1272,작산맛고을,일반음식점,경상북도 영천시 한방로 186-4 (작산동),054-333-1332,영업
1273,참숯뒷고기,일반음식점,경상북도 영천시 조양공원길 32 (창구동),054-337-1717,영업
1274,피지에이푸드,일반음식점,경상북도 영천시 호국로 175 (조교동),054-000-0000,영업
1275,할미돌식당,일반음식점,경상북도 영천시 북안면 돌할매로 467,054-000-0000,영업
1276,손칼국수,일반음식점,경상북도 영천시 화남면 천문로 1604,054-000-0000,영업
1277,느티나무가든,일반음식점,경상북도 영천시 임고면 방목길 11,054-000-0000,영업
1278,신포항횟집,일반음식점,"경상북도 영천시 시장4길 52, 155,156,157,158호 (완산동, 제1지구 )",054-000-0000,영업
1279,사일회송어농어,일반음식점,경상북도 영천시 청통면 한티길 350,054-000-0000,영업
1280,날보러와요포차,일반음식점,경상북도 영천시 호국로 114 (망정동),054-335-0325,영업
1281,진미원,일반음식점,경상북도 영천시 청통면 청통로 894-41,054-000-0000,영업
1282,오미돼지국밥,일반음식점,경상북도 영천시 천문로 650 (오미동),054-336-8480,영업
1283,강릉식당,일반음식점,경상북도 영천시 상록1길 28 (야사동),054-337-1500,영업
1284,참한식뷔페,일반음식점,경상북도 영천시 완산1길 23-3 (완산동),054-000-0000,영업
1285,기와집 추어탕,일반음식점,경상북도 영천시 화남면 천문로 1208,054-000-0000,영업
1286,갈삼해식당,일반음식점,경상북도 영천시 서문길 51 (교촌동),054-000-0000,영업
1287,앞치마사나이인생역전,일반음식점,경상북도 영천시 완산로 6 (완산동),054-000-0000,영업
1288,정성식당,일반음식점,"경상북도 영천시 시장4길 52, 24,25,28,29,30호 (완산동, 제1지구 )",054-000-0000,영업
1289,뭐라꼬,일반음식점,경상북도 영천시 고경면 심청길 19,054-000-0000,영업
1290,짬뽕의달인,일반음식점,경상북도 영천시 칠백로 885-7 (작산동),054-000-0000,영업
1291,영천부산가야밀면,일반음식점,경상북도 영천시 영화로 340-1 (조교동),054-000-0000,영업
1292,전원손칼국수,일반음식점,경상북도 영천시 신녕면 장수로 1607,054-000-0000,영업
1293,화산돼지찌개,일반음식점,경상북도 영천시 화산면 유성길 3,054-000-0000,영업
1294,즐거운식사시간,일반음식점,경상북도 영천시 천문로 265 (금노동),054-000-0000,영업
1295,돈도니석쇠한판불고기,일반음식점,경상북도 영천시 망정1길 49 (야사동),054-000-0000,영업
1296,영림식육숯불가든,일반음식점,경상북도 영천시 북안면 운북로 1999-1,054-000-0000,영업
1297,울엄마칼국수,일반음식점,경상북도 영천시 담안5길 69 (금노동),054-335-0556,영업
1298,동경수제돈카츠,일반음식점,"경상북도 영천시 시장4길 52, 55,56,57호 (완산동, 제1지구 )",054-338-3290,영업
1299,숙이네 가정식 백반,일반음식점,경상북도 영천시 금호읍 금호로 127-2,054-000-0000,영업
1300,황금성,일반음식점,경상북도 영천시 청통면 금송로 988,054-000-0000,영업
1301,영천양꼬치,일반음식점,경상북도 영천시 호국로 115 (망정동),054-000-0000,영업
1302,공원식당,일반음식점,경상북도 영천시 동문길 97 (문외동),054-000-0000,영업
1303,칭구막창,일반음식점,경상북도 영천시 금호읍 금호로 39,054-334-0178,영업
1304,허대구 대구통닭 영천1호점,일반음식점,"경상북도 영천시 망정1길 174, 101동 102호 (망정동)",054-332-9979,영업
1305,청춘을파는상회영천점,일반음식점,"경상북도 영천시 영화로 340-1, 2층 (조교동)",054-338-3787,영업
1306,배꼽시계,일반음식점,경상북도 영천시 하이브리드로 700-129 (봉동),054-000-0000,영업
1307,밥무러가자,일반음식점,경상북도 영천시 중앙동3길 88 (문내동),054-000-0000,영업
1308,정가네감자탕해장국,일반음식점,경상북도 영천시 신녕면 장수로 1607,054-000-0000,영업
1309,영양식당,일반음식점,경상북도 영천시 시장4길 41-1 (완산동),054-000-0000,영업
1310,성희포차,일반음식점,"경상북도 영천시 충효로 145, 103호 (야사동)",054-000-0000,영업
1311,모티옛날통닭,일반음식점,경상북도 영천시 신녕면 장수로 1617,054-336-0805,영업
1312,서산미풍식당,일반음식점,경상북도 영천시 서운길 24-1 (서산동),054-000-0000,영업
1313,화산돼지찌개 금호점,일반음식점,경상북도 영천시 금호읍 교대용대길 1,054-000-0000,영업
1314,부바스플러스&소도둑 강변점,일반음식점,경상북도 영천시 최무선로 324 (문외동),054-333-3372,영업
1315,은정칼국수,일반음식점,"경상북도 영천시 문화새길 25, C동 2호 (야사동)",054-333-7949,영업
1316,금호양꼬치,일반음식점,경상북도 영천시 금호읍 금호로 132-1,054-927-6006,영업
1317,천지일가,일반음식점,경상북도 영천시 신녕면 불바위길 17,054-337-5502,영업
1318,청담동 말자싸롱,일반음식점,"경상북도 영천시 망정1길 174, 107호 (망정동, 정암빌딩)",054-335-8123,영업
1319,나인로드 피제리아,일반음식점,"경상북도 영천시 충효로 60, 4층 (문외동)",054-000-0000,영업
1320,오복성,일반음식점,경상북도 영천시 금호읍 원제1길 5,054-000-0000,영업
1321,금호정삼계탕,일반음식점,경상북도 영천시 금호읍 금호로 361,054-000-0000,영업
1322,서민통닭,일반음식점,"경상북도 영천시 망정1길 174, 110호 (망정동)",054-337-8592,영업
1323,미담,일반음식점,경상북도 영천시 쌍계길 51-4 (쌍계동),054-338-8533,영업
1324,우림막창,일반음식점,"경상북도 영천시 망정1길 200, 109호 (망정동)",054-336-6535,영업
1325,멸치가 살아있는 국수,일반음식점,경상북도 영천시 상록2길 6 (야사동),050-4570-7787,영업
1326,삼겹세상 영천점,일반음식점,경상북도 영천시 영화로 374 (망정동),054-335-3900,영업
1327,개성집,일반음식점,경상북도 영천시 호국로 118 (망정동),054-333-8900,영업
1328,pho38 (포삼팔),일반음식점,"경상북도 영천시 망정1길 200, 110호 (망정동, M프라자)",054-338-4038,영업
1329,연정구이,일반음식점,"경상북도 영천시 역전로 42-2, 2층 (완산동)",054-000-0000,영업
1330,아이벗치킨,일반음식점,경상북도 영천시 신녕면 장수로 1617,054-000-0000,영업
1331,짚라인타는  산골마을,일반음식점,경상북도 영천시 화북면 배나무정길 67,054-000-0000,영업
1332,대홍식당,일반음식점,경상북도 영천시 화산면 구성길 48,054-000-0000,영업
1333,바른축산식당,일반음식점,"경상북도 영천시 새천년공원길 31, 2층 (조교동)",054-338-1447,영업
1334,은해식당,일반음식점,경상북도 영천시 대창면 금창로 672-9,054-000-0000,영업
1335,한여사네청국장,일반음식점,경상북도 영천시 중앙동1길 36 (문외동),053-965-5919,영업
1336,와이식당,일반음식점,경상북도 영천시 백신애길 2 (과전동),070-4118-7272,영업
1337,밥통,일반음식점,"경상북도 영천시 하이브리드로 700-129, 2동 202호 (봉동)",054-335-0086,영업
1338,장군찜닭 이모네 찜갈비,일반음식점,경상북도 영천시 중앙동3길 36 (문외동),050-4570-8397,영업
1339,가장 맛있는 족발 영천점,일반음식점,"경상북도 영천시 망정1길 200, 105,106,107호 (망정동)",050-7417-0071,영업
1340,세종식당,일반음식점,경상북도 영천시 신녕면 구디티길 6,054-338-0117,영업
1341,굴세상 메밀국수,일반음식점,경상북도 영천시 장천길 5 (조교동),054-000-0000,영업
1342,도암길손식당,일반음식점,경상북도 영천시 고경면 호국로 494,054-337-0016,영업
1343,아틀리에빈 영천점,일반음식점,경상북도 영천시 우로들길 109 (망정동),054-000-0000,영업
1344,카페베네 영천점,일반음식점,"경상북도 영천시 시청로 15, 2층 (문외동)",054-000-0000,영업유무확인불가
1345,감포은정아구,일반음식점,경상북도 영천시 삼산길 10-7 (문외동),054-337-3200,영업
1346,명가손칼국수,일반음식점,경상북도 영천시 청통면 금송로 952-2,054-000-0000,영업
1347,은영이친구식당,일반음식점,경상북도 영천시 시장1길 12 (완산동),054-000-0000,영업
1348,스마일실내포장마차,일반음식점,경상북도 영천시 완산중앙3길 24-4 (완산동),054-000-0000,영업
1349,돼지친구네,일반음식점,경상북도 영천시 망정1길 186 (망정동),054-000-0000,영업
1350,뚱빵이칼국수,일반음식점,경상북도 영천시 상록5길 3 (야사동),054-000-0000,영업
1351,동해물회,일반음식점,경상북도 영천시 망정1길 176-15 (망정동),054-333-5010,영업
1352,이름없는 술집,일반음식점,"경상북도 영천시 망정1길 174, 104호 (망정동)",054-000-0000,영업
1353,키즈몽,일반음식점,경상북도 영천시 장천길 5 (조교동),054-000-0000,영업
1354,별돈까스,일반음식점,경상북도 영천시 천문로 201 (금노동),054-336-7755,영업
1355,새천안축산식당,일반음식점,경상북도 영천시 천문로 117 (도동),054-000-0000,영업
1356,응급실국물떡볶이 (영천포은점),일반음식점,"경상북도 영천시 망정1길 171, 201동 2층 (야사동, 한신THE휴영천퍼스트)",054-000-0000,영업
1357,브라보,일반음식점,"경상북도 영천시 역전로 9, 2층 (완산동)",054-000-0000,영업
1358,소담길,일반음식점,경상북도 영천시 창대서원1길 9-14 (과전동),054-000-0000,영업
1359,완산옥,일반음식점,"경상북도 영천시 시장2길 35, 1층 (완산동)",054-000-0000,영업
1360,두찜 영천야사점,일반음식점,경상북도 영천시 상록2길 6 (야사동),054-000-0000,영업
1361,만파식적,일반음식점,"경상북도 영천시 시장2길 35, 2층 (완산동)",054-000-0000,영업
1362,황금어장간장게장,일반음식점,경상북도 영천시 신녕면 장수로 1617,054-338-1666,영업
1363,포구어가,일반음식점,경상북도 영천시 호국로 135 (망정동),054-000-0000,영업
1364,수성식당,일반음식점,경상북도 영천시 영천산단로 347-17 (채신동),054-336-0002,영업
1365,새명주식당,일반음식점,경상북도 영천시 북안면 운북로 1432-1,054-000-0000,영업
1366,보영식육식당,일반음식점,경상북도 영천시 화남면 천문로 1617,054-337-6272,영업
1367,신통치킨 영천창신점,일반음식점,경상북도 영천시 언하공단로 90 (망정동),054-336-7770,영업
1368,한국전통곰탕,일반음식점,경상북도 영천시 고경면 호국로 403,054-000-0000,영업
1369,문나이트라운지클럽,일반음식점,"경상북도 영천시 시장로 41, 2층 (완산동)",054-000-0000,영업
1370,팔공산숯불명가,일반음식점,경상북도 영천시 호국로 89 (야사동),054-338-3033,영업
1371,고향식당,일반음식점,경상북도 영천시 북안면 고지길 36,054-338-6415,영업
1372,오삼불고기,일반음식점,경상북도 영천시 고경면 호국로 458-1,054-337-4147,영업
1373,수정곰탕,일반음식점,"경상북도 영천시 금호읍 금호로 101, 영천금호전통시장 상설점포 제1지구11호",054-000-0000,핸드폰번호
1374,면사무소,일반음식점,경상북도 영천시 시장로 47-2 (완산동),054-000-0000,영업
1375,키하야 영천점,일반음식점,경상북도 영천시 중앙동1길 22 (문외동),054-000-0000,영업
1376,삼창치킨,일반음식점,경상북도 영천시 화남면 천문로 1608,054-000-0000,영업
1377,동네술집,일반음식점,경상북도 영천시 상록4길 41 (야사동),054-000-0000,영업
1378,커피 사관학교,일반음식점,"경상북도 영천시 신녕면 대학길 105, 성덕대학교",054-000-0000,영업
1379,60계치킨 경북영천점,일반음식점,경상북도 영천시 망정1길 176-12 (망정동),050-7417-6082,경북 영천시 망정1길 176-15
1380,임진강,일반음식점,경상북도 영천시 화남면 천문로 1709-2,054-000-0000,핸드폰번호
1381,교동면옥(영천점),일반음식점,경상북도 영천시 영화로 340-1 (조교동),050-4570-3225,영업
1382,#인생전집 1호점,일반음식점,경상북도 영천시 최무선로 211 (성내동),054-333-8808,영업
1383,사또분식,일반음식점,"경상북도 영천시 야사시장길 43, A동 105호 (야사동)",054-000-0000,영업
1384,육대장(영천점),일반음식점,경상북도 영천시 영화로 330 (조교동),050-4570-6266,영업
1385,예가숯불왕갈비,일반음식점,경상북도 영천시 우로들길 109 (망정동),054-331-7594,영업
1386,야사동339,일반음식점,경상북도 영천시 야사오미길 58 (야사동),054-000-0000,영업
1387,비법국밥,일반음식점,경상북도 영천시 중앙동2길 89-4 (문내동),054-000-0000,핸드폰번호
1388,완산식당,일반음식점,경상북도 영천시 완산중앙9길 25 (완산동),054-000-0000,핸드폰번호
1389,장날족발,일반음식점,"경상북도 영천시 시장로 75, 영천공설시장 C-5, 제1호 (완산동)",054-338-8595,영업
1390,901포차,일반음식점,경상북도 영천시 중앙동1길 77 (문외동),054-000-0000,영업
1391,만당,일반음식점,"경상북도 영천시 영천산단로 345, 1층 105호 (채신동)",054-333-8881,만당중화요리
1392,김밥이랑 국수랑,일반음식점,"경상북도 영천시 충효로 97, 2호 (문외동, 무궁화타운)",054-335-4797,영업
1393,영천참붕어,일반음식점,경상북도 영천시 야사시장길 21 (야사동),054-337-1379,영업
1394,주왕산 삼계탕,일반음식점,경상북도 영천시 언하공단로 131 (야사동),054-332-3939,영업
1395,마시꼬마김밥,일반음식점,"경상북도 영천시 시장4길 30, 영천공설시장 115-1호 (완산동)",070-8800-4231,영업
1396,별해별감자탕,일반음식점,경상북도 영천시 호국로 170 (조교동),050-4570-2479,영업
1397,큰엄마국밥,일반음식점,"경상북도 영천시 시장4길 52, 영천공설시장 (완산동)",054-000-0000,영업
1398,커들리,일반음식점,경상북도 영천시 임고면 포은로 465,054-000-0000,핸드폰번호
1399,나눔터휴게실,일반음식점,경상북도 영천시 신녕면 장수로 1629,054-338-7757,영업
1400,백록담 치킨,일반음식점,경상북도 영천시 언하공단로 84 (망정동),054-336-8288,영업
1401,전원향기,일반음식점,경상북도 영천시 청통면 청통로 458,054-000-0000,영업
1402,수향가든 2호점,일반음식점,경상북도 영천시 고경면 방천길 29,054-000-0000,영업
1403,신 임고식당,일반음식점,경상북도 영천시 고경면 호국로 1080,054-000-0000,영업
1404,가야골수라간,일반음식점,경상북도 영천시 금호읍 가야길 93-29,054-000-0000,핸드폰번호
1405,오미동 상해대반점,일반음식점,경상북도 영천시 천문로 598 (오미동),054-000-0000,영업
1406,안가뒷고기 금호점,일반음식점,경상북도 영천시 금호읍 금호로 76,054-000-0000,영업
1407,자매 콩마을,일반음식점,경상북도 영천시 포은로 17 (언하동),054-000-0000,영업
1408,돈통,일반음식점,경상북도 영천시 천문로 110 (도동),054-336-6798,영업
1409,Plan(쁠랑),일반음식점,경상북도 영천시 임고면 방목길 27,054-336-5015,영업
1410,선재식당,일반음식점,경상북도 영천시 시장2길 7 (완산동),054-336-6260,영업
1411,날마다 그곳에,일반음식점,경상북도 영천시 신녕면 장수로 1607,054-000-0000,영업
1412,민주식당,일반음식점,경상북도 영천시 문내1길 37-20 (문외동),054-000-0000,주소지불분명
1413,꽃동산국수,일반음식점,경상북도 영천시 왕평길 44 (교촌동),054-332-7366,영업
1414,라라호프,일반음식점,경상북도 영천시 강남길 19 (완산동),070-4024-4080,영업
1415,토방식당,일반음식점,경상북도 영천시 장수로 31-2 (화룡동),054-000-0000,영업
1416,뽀빠이왕족발,일반음식점,경상북도 영천시 청통면 청통로 804,054-337-6633,영업
1417,누리식당,일반음식점,경상북도 영천시 상록2길 23 (야사동),054-336-9490,영업
1418,옛날국시,일반음식점,경상북도 영천시 통운길 7 (완산동),054-331-9988,영업
1419,카페솔,일반음식점,"경상북도 영천시 청통면 청통로 894-48, 부산식당",054-000-0000,영업
1420,"CAFE, IN",일반음식점,경상북도 영천시 임고면 포은로 453-51,054-000-0000,핸드폰번호
1421,봄향월남쌈샤브샤브&커피,일반음식점,경상북도 영천시 언하공단뒷길 82 (신기동),054-335-3536,영업
1422,지코바 야사1호점,일반음식점,경상북도 영천시 모란4길 12 (야사동),054-336-0882,영업
1423,써니카페,일반음식점,경상북도 영천시 완산중앙4길 18 (완산동),054-000-0000,핸드폰번호
1424,미경이국수,일반음식점,경상북도 영천시 구읍1길 32-12 (완산동),054-000-0000,핸드폰번호
1425,용문각,일반음식점,"경상북도 영천시 완산로 20 (완산동, 윤창BH홈타운)",054-335-7722,영업
1426,다트나인,일반음식점,경상북도 영천시 천문로 464 (오미동),054-333-3434,영업
1427,미 고기백반,일반음식점,"경상북도 영천시 호국로 10, 2층 (문외동)",050-4570-0306,영업
1428,원조산호숯불아나고곰장어막창,일반음식점,경상북도 영천시 언하공단로 88 (망정동),054-331-1980,영업
1429,점태네닭발,일반음식점,경상북도 영천시 호국로 52 (야사동),054-335-3555,영업
1430,우양구이,일반음식점,경상북도 영천시 조양길 120 (문내동),054-000-0000,영업
1431,나는닭,일반음식점,경상북도 영천시 중앙동1길 2 (문외동),054-338-1121,영업
1432,티바두마리치킨 영천1호점,일반음식점,"경상북도 영천시 청산길 24, 103호 (문외동)",054-336-9949,경북 영천시 호국로 11
1433,다이꼬지,일반음식점,"경상북도 영천시 망정1길 176-12, 103호 (망정동)",054-336-4951,영업
1434,바른,일반음식점,경상북도 영천시 언하공단로 110-12 (망정동),054-335-8484,바룬속시원한대구탕
1435,국수랑 김밥이랑,일반음식점,경상북도 영천시 숭렬당길 39 (교촌동),054-337-1177,영업
1436,소문난 잔치국수,일반음식점,경상북도 영천시 옛군청1길 3 (창구동),054-335-5053,영업
1437,영천대표밀면,일반음식점,경상북도 영천시 중앙동3길 36 (문외동),054-337-4344,영업
1438,육식인생,일반음식점,경상북도 영천시 망정1길 176-12 (망정동),054-336-5553,영업
1439,바보형제 쭈꾸미 영천점,일반음식점,경상북도 영천시 망정로 47 (망정동),050-4570-8842,영업
1440,지영,일반음식점,경상북도 영천시 고경면 호국로 495,054-000-0000,영업
1441,양평칼국수,일반음식점,경상북도 영천시 망정3길 11 (망정동),054-333-1288,영업
1442,도야족발 영천점,일반음식점,"경상북도 영천시 삼산길 21, 102호 (문외동)",054-335-0757,영업
1443,만복이쭈꾸미낙지볶음,일반음식점,경상북도 영천시 영화로 354 (조교동),054-336-5222,영업
1444,일미부산밀면,일반음식점,경상북도 영천시 강남길 21 (완산동),054-336-1127,영업
1445,은솔정,일반음식점,경상북도 영천시 고경면 호국로 577,054-338-8249,영업
1446,삼창 소주방,일반음식점,경상북도 영천시 화남면 천문로 1607,054-336-6455,영업
1447,명성우렁이 쌈밥,일반음식점,경상북도 영천시 언하공단뒷길 85 (망정동),054-336-3337,영업
1448,샤브향 영천점,일반음식점,경상북도 영천시 영화로 354 (조교동),054-335-1225,영업
1449,평원다식,일반음식점,경상북도 영천시 동문길 96 (문외동),054-336-8684,영업
1450,옛골식당,일반음식점,경상북도 영천시 완산로 18 (완산동),054-335-1114,영업
1451,대박호프,일반음식점,경상북도 영천시 시청남1길 12-10 (문외동),054-335-8333,대박나는호프
1452,시골슈퍼 포장마차,일반음식점,경상북도 영천시 화남면 천문로 1626,054-333-7211,영업
1453,전으로 통하는 문화,일반음식점,"경상북도 영천시 언하공단로 60, 105호 (망정동)",054-335-2006,영업
1454,엄마의 부엌,일반음식점,경상북도 영천시 금호읍 교대길 15,054-575-1421,영업
1455,신화불족발불보쌈,일반음식점,경상북도 영천시 상록2길 13 (야사동),050-4570-7172,영업
1456,신식반점,일반음식점,경상북도 영천시 상록2길 21 (야사동),054-338-1764,영업
1457,고경오케이치킨,일반음식점,경상북도 영천시 고경면 호국로 1076-3,054-000-0000,영업
1458,명륜진사갈비 경북 영천점,일반음식점,경상북도 영천시 호국로 139 (망정동),054-333-6767,영업
1459,영풍대말식육식당,일반음식점,경상북도 영천시 동강포길 29-9 (도남동),054-333-7778,영업
1460,둥지식당,일반음식점,경상북도 영천시 약전길 80 (완산동),054-000-0000,영업
1461,타인의 서재,일반음식점,경상북도 영천시 약전1길 26 (완산동),054-000-0000,영업
1462,손안애스시뷔페,일반음식점,"경상북도 영천시 영화로 354, 3층 (조교동)",054-000-0000,영업
1463,"수고했어, 오늘도",일반음식점,경상북도 영천시 문외4길 35 (문외동),054-000-0000,영업
1464,명가정,일반음식점,경상북도 영천시 청통면 청통로 894-37,054-000-0000,영업
1465,태화반점,일반음식점,경상북도 영천시 금호읍 금호로 157,054-335-5775,타이짬뽕 금호점
1466,알콩달콩 청국장,일반음식점,경상북도 영천시 영화로 241 (완산동),054-338-3650,영업
1467,마왕,일반음식점,경상북도 영천시 상록2길 7 (야사동),054-000-0000,영업
1468,푸라닭 경북영천점,일반음식점,"경상북도 영천시 망정1길 200, 108호 (망정동)",054-000-0000,영업
1469,키스카페,일반음식점,경상북도 영천시 완산중앙3길 23-1 (완산동),054-336-8188,영업
1470,별빛순두부,일반음식점,경상북도 영천시 화남면 천문로 1502-7,054-331-5761,영업
1471,전설의 간장게장,일반음식점,경상북도 영천시 창신1길 4 (망정동),054-336-0012,영업
1472,교촌 식육식당,일반음식점,경상북도 영천시 운동장로 36 (교촌동),054-335-0465,영업
1473,장수식당,일반음식점,경상북도 영천시 완산6길 13 (완산동),054-338-6630,영업
1474,윤씨네반점,일반음식점,경상북도 영천시 금호읍 금호로 337-12,054-332-4980,영업
1475,나비포차,일반음식점,경상북도 영천시 옛군청1길 15 (창구동),054-000-0000,영업
1476,그레이스,일반음식점,경상북도 영천시 강남길 43 (완산동),054-000-0000,영업
1477,물레방아,일반음식점,"경상북도 영천시 시장2길 7, 지하1층 (완산동)",054-334-2175,영업
1478,장땡식당,일반음식점,경상북도 영천시 약전길 102 (완산동),054-000-0000,핸드폰번호
1479,솜이식당,일반음식점,"경상북도 영천시 야사시장길 43, C동 104호 (야사동)",054-000-0000,영업
1480,미성식당,일반음식점,경상북도 영천시 충효로 144 (야사동),050-4570-6117,영업
